gender,acNo,age,symbol,incumbent,criminal,slNo,minister,alliance,party,profession,image,assets,name,id,education
Male,114,49,Whistle,False,0,6,,tvk,TVK,,,₹2.34 Cr,Balamurugan. S,92025,12th Grade (HSC / +2)
Female,114,52,Television,False,0,7,,others,IDMK,,,₹10.54 L,Malarvizhi. G,92026,Diploma / ITI
Male,114,42,Lady finger,False,0,8,,others,GPI,,,₹1.08 L,Mohamed Mubarak Ali,92027,10th Grade (SSLC)
Male,114,50,Jackfruit,False,0,9,,others,APTADMK,,,₹5.92 L,Vijayakumar. M,92028,12th Grade (HSC / +2)
Male,114,40,Camera,False,0,10,,others,TAVK,,,₹15.50 L,John Basha. A,92029,12th Grade (HSC / +2)
Male,114,44,Truck,False,0,11,,independent,IND,,,₹48.51 L,Amuthavel. P,92030,Bachelor's Degree
Male,114,43,Ship,False,0,12,,independent,IND,,,₹9.66 L,Dr. Ramakrishnan. S,92031,Doctorate (Ph.D / MD)
Female,114,31,Brief case,False,0,13,,independent,IND,,,₹1.05 L,Karthikadevi. K,92032,7th Grade
Male,114,43,Battery Torch,False,0,14,,independent,IND,,,₹1.04 Cr,Kesavamurthi. N,92033,10th Grade (SSLC)
Male,114,47,Pressure cooker,False,0,15,,independent,IND,,,₹2.05 Cr,Dhanabal. D,92034,Bachelor's Degree
Male,114,34,Diamond,False,0,16,,independent,IND,,,"₹22,693",Dineshkumar,92035,12th Grade (HSC / +2)
Male,114,28,Boat with man and sail,False,0,17,,independent,IND,,,₹43.26 L,Dineshkumar,92036,Bachelor's Degree
Male,114,33,Mike,False,0,18,,independent,IND,,,₹1.48 L,Dineshkumar. V,92037,10th Grade (SSLC)
Male,114,59,Belt,False,0,19,,independent,IND,,,₹2.16 L,Mahalingam. V,92038,Not Specified
Male,114,51,Ring,False,0,20,,independent,IND,,,₹17.61 L,Rathinavel. M,92039,12th Grade (HSC / +2)
Male,114,48,Matchbox,False,0,21,,independent,IND,,,₹11.37 L,Ramesh. S,92040,10th Grade (SSLC)
Female,114,56,Dustbin,False,0,22,,independent,IND,,,₹8.52 L,Vasanthamani. K,92041,Not Specified
Male,114,68,Gas cylinder,False,0,23,,independent,IND,,,₹17.39 L,Venkadasamy. K,92042,10th Grade (SSLC)
Male,114,63,Pen nib with seven rays,False,0,24,,independent,IND,,,₹7.60 L,Venkatachalam. G,92043,10th Grade (SSLC)
Male,115,70,Rising sun,False,0,1,,spa,DMK,,,₹1.37 Cr,K.Selvaraj,92044,5th Grade
Male,115,28,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹26.70 L,K.V.Thamiliniyan,92045,Bachelor's Degree
Male,115,70,Two leaves,False,0,3,,nda,AIADMK,,,₹16.41 Cr,K.P.Paramasivam,92046,9th Grade
Male,115,48,Elephant,False,0,4,,others,BSP,,,₹4.67 L,K.Rathinasamy,92047,5th Grade
Male,115,46,Jackfruit,False,0,5,,others,APTADMK,,,₹11.06 L,K.Sakthivel,92048,10th Grade (SSLC)
Male,115,69,Electric pole,False,0,6,,others,TAMNK,,,₹500,S.Dharmaraj,92049,8th Grade
Male,115,37,Whistle,False,0,7,,tvk,TVK,,,₹12.35 L,K.Ramkumar,92050,9th Grade
Male,115,53,Gas cylinder,False,0,8,,independent,IND,,,₹3.08 L,A.Annadurai,92051,10th Grade (SSLC)
Male,115,53,Battery Torch,False,0,9,,independent,IND,,,₹5.25 L,Annadurai.R,92052,Not Specified
Male,115,42,Road roller,False,0,10,,independent,IND,,,₹3.35 L,S.Arumugam,92053,Bachelor's Degree
Male,115,52,Bucket,False,0,11,,independent,IND,,,₹3.35 L,A.Saravanan,92054,Not Specified
Male,115,65,Lady finger,False,0,12,,independent,IND,,,₹1.78 L,G.Selvaraj,92055,7th Grade
Male,115,51,Fountain,False,0,13,,independent,IND,,,"₹28,020",M.Selvaraj,92056,6th Grade
Male,115,27,Diamond,False,0,14,,independent,IND,,,₹8.31 L,V.Mohanraj,92057,Diploma / ITI
Male,115,43,Coconut farm,False,0,15,,independent,IND,,,₹1.72 L,A.Ramesh,92058,12th Grade (HSC / +2)
Male,116,66,Two leaves,False,0,1,,nda,AIADMK,,,₹1.89 Cr,V.P.Kandasamy,92059,Bachelor's Degree
Male,116,64,Rising sun,False,0,2,,spa,DMK,,,₹1.09 Cr,Thalapathy Murugesan,92060,10th Grade (SSLC)
Male,116,53,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹7.68 Cr,Dr.S.Rajasekaran,92061,Doctorate (Ph.D / MD)
Male,116,46,Jackfruit,False,0,4,,others,APTADMK,,,₹2.25 L,Kanthasamy.K,92062,10th Grade (SSLC)
Male,116,56,Whistle,False,0,5,,tvk,TVK,,,₹1.70 Cr,Nm.Sukumar,92063,Diploma / ITI
Male,116,29,Camera,False,0,6,,others,TAVK,,,₹1.04 Cr,Suman Singh.R,92064,Bachelor's Degree
Male,116,62,Lady finger,False,0,7,,others,GPI,,,₹6.79 L,Nagaraj.K,92065,Not Specified
Male,116,62,Electric pole,False,0,8,,others,TAMNK,,,₹nan,Nelson.W,92066,6th Grade
Male,116,68,Laptop,False,0,9,,others,SFRBC,,,₹1.03 Cr,Palanisamy.M,92067,Master's Degree
Female,116,45,Coconut farm,False,0,10,,ajpk,AIPTMMK,,,₹86.02 L,Pappa Muthulakshmi.P,92068,Master's Degree
Male,116,55,Tongs,False,0,11,,independent,IND,,,₹7.98 L,Kandasamy.A,92069,10th Grade (SSLC)
Male,116,53,Peas,False,0,12,,independent,IND,,,₹4.03 L,Kandasamy.R,92070,Diploma / ITI
Male,116,58,Green chilli,True,0,13,,independent,IND,,,₹87.40 L,Kandasamy.V,92071,12th Grade (HSC / +2)
Male,116,42,Bat,False,0,14,,independent,IND,,,₹1.51 L,Murugesan.N,92072,8th Grade
Male,116,51,Water melon,False,0,15,,independent,IND,,,"₹90,000",Murugesh.R,92073,5th Grade
Male,117,64,Two leaves,False,0,1,,nda,AIADMK,,,₹nan,Arunkumar Prg,92074,10th Grade (SSLC)
Female,117,38,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹2.80 Cr,Kalamani Jaganathan,92075,Bachelor's Degree
Male,117,29,Hand,False,0,3,,spa,INC,,,₹8.27 L,Surya Prakash K.P,92076,Bachelor's Degree
Male,117,62,Elephant,False,0,4,,others,BSP,,,₹1.10 Cr,K.Velmurugan,92077,Master's Degree
Male,117,40,Camera,False,0,5,,others,TAVK,,,₹45.33 L,Thozhar.N.Arunkumar,92078,Diploma / ITI
Female,117,37,Whistle,False,0,6,,tvk,TVK,,,₹16.03 Cr,Kanimozhi Santhosh,92079,Bachelor's Degree
Male,117,42,Laptop,False,0,7,,others,SFRBC,,,₹15.12 L,S.Thamarai Kannan,92080,Bachelor's Degree
Male,117,57,Gas cylinder,False,0,8,,others,TMMK,,,"₹52,000",V.Pushpanantham,92081,Bachelor's Degree
Female,117,44,Coconut farm,False,0,9,,ajpk,AIPTMMK,,,₹5.56 L,Malliga.M,92082,Master's Degree
Female,117,37,Road roller,False,0,10,,independent,IND,,,₹8.02 L,Kanimozhi.K,92083,10th Grade (SSLC)
Male,117,37,Ring,False,0,11,,independent,IND,,,₹39.81 L,Suriyakumar.K,92084,Master's Degree
Male,117,40,Diamond,False,0,12,,independent,IND,,,₹1.07 Cr,A.Balamurugan,92085,Primary (Up to 4th)
Male,117,43,Air conditioner,False,0,13,,independent,IND,,,₹3.97 L,M.Rajalingam,92086,Master's Degree
Male,117,54,Balloon,False,0,14,,independent,IND,,,₹nan,M.John Bosco,92087,Bachelor's Degree
Male,118,59,Elephant,False,0,1,,others,BSP,,,₹19.90 L,P.Krishnasamy,92088,6th Grade
Male,118,38,Rising sun,False,0,2,,spa,DMK,,,₹55.21 L,Durai. Senthamil Selvan B.E,92089,Bachelor's Degree
Female,118,44,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹70.92 L,Narmadha. G,92090,Master's Degree
Female,118,55,Lotus,False,0,4,,nda,BJP,,,₹nan,Vanathi Srinivasan,92091,Master's Degree
Male,118,56,Drill machine,False,0,5,,others,TPMK,,,₹1.22 L,K.Udhayakumar,92092,9th Grade
Male,118,47,Whistle,False,0,6,,tvk,TVK,,,₹1.09 Cr,V.Sampathkumar,92093,Master's Degree
Male,118,49,Walking stick,False,0,7,,others,SMNK,,,"₹44,000",S.Senthilkumar,92094,12th Grade (HSC / +2)
Male,118,39,Gas cylinder,False,0,8,,others,TMMK,,,"₹52,800",S.Meenakshi Sundaram,92095,Bachelor's Degree
Male,118,37,Coconut farm,False,0,9,,ajpk,AIPTMMK,,,₹2.05 L,K.Raghul Gandhi,92096,10th Grade (SSLC)
Male,118,47,Camera,False,0,10,,others,TAVK,,,"₹87,000",Rajasekaran. B,92097,10th Grade (SSLC)
Male,118,49,Plate containing food,False,0,11,,independent,IND,,,₹78.63 L,G.D.Krishnakumar,92098,8th Grade
Male,118,55,Lady finger,False,0,12,,independent,IND,,,₹2.01 Cr,V.Krishnan,93710,8th Grade
Male,118,47,Harmonium,False,0,13,,independent,IND,,,₹4.28 L,R.Sathish Kumar,92100,10th Grade (SSLC)
Male,118,53,Bangles,False,0,14,,independent,IND,,,₹21.39 L,K.Sampath Kumar,92101,10th Grade (SSLC)
Male,118,57,Telephone,False,0,15,,independent,IND,,,₹59.45 L,S.Sampathkumar,92102,8th Grade
Male,118,40,CCTV Camera,False,0,16,,independent,IND,,,₹7.15 L,R.Sampath Kumar,92103,10th Grade (SSLC)
Male,118,40,Stool,False,0,17,,independent,IND,,,₹15.59 L,P.Saravanan,92104,Not Specified
Male,118,42,Trumpet,False,0,18,,independent,IND,,,₹38.31 L,A.K.Senthamizh Selvan,92105,Master's Degree
Male,118,53,Flute,False,0,19,,independent,IND,,,"₹43,000",R.Sethuragunathan,92106,12th Grade (HSC / +2)
Male,118,43,Refrigerator,False,0,20,,independent,IND,,,₹6.50 L,S.Dhana Raj,92107,Bachelor's Degree
Male,118,40,Sitar,False,0,21,,independent,IND,,,₹17.96 L,Palanikumar. V,92108,Diploma / ITI
Male,118,41,Diamond,False,0,22,,independent,IND,,,₹3.25 L,Balu. P.M,92109,Master's Degree
Male,118,51,Violin,False,0,23,,independent,IND,,,"₹7,426",R.Manian,92110,8th Grade
Male,118,45,Batsman,False,0,24,,independent,IND,,,"₹9,426",A.Marimuthu,92111,8th Grade
Male,118,48,Chappals,False,0,25,,independent,IND,,,"₹75,017",A.Ramesh,92112,Bachelor's Degree
Male,118,63,Binoculars,False,0,26,,independent,IND,,,"₹61,000",Ravi. V,92113,10th Grade (SSLC)
Male,118,63,Football player,False,0,27,,independent,IND,,,"₹4,024",G.Rajkumar,92114,12th Grade (HSC / +2)
Male,118,39,Road roller,False,0,28,,independent,IND,,,₹3.31 L,V.Lingaraja,92115,Bachelor's Degree
Male,119,57,Rising sun,False,0,1,,spa,DMK,,,₹33.27 L,N.R.Karthikeyan,92116,Bachelor's Degree
Female,119,25,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹79.14 L,Rajabu Nisha.Z,92117,12th Grade (HSC / +2)
Male,119,56,Two leaves,True,0,3,,nda,AIADMK,,,₹6.95 Cr,S.P.Velumani,92118,Not Specified
Male,119,44,Whistle,False,0,4,,tvk,TVK,,,₹nan,Sathish Raju (Alias) K.P.R.Sathish,92119,Master's Degree
Male,119,47,Camera,False,0,5,,others,TAVK,,,₹11.76 L,Shajahan.S,92120,Bachelor's Degree
Male,119,33,Air conditioner,False,0,6,,independent,IND,,,₹13.90 L,Arulkumar.P,92121,Bachelor's Degree
Female,119,33,CCTV Camera,False,0,7,,independent,IND,,,₹27.25 L,Kalaivani.S,92122,Diploma / ITI
Male,119,30,Bat,False,0,8,,independent,IND,,,"₹14,500",Karthikeyan.M,92123,Bachelor's Degree
Male,119,49,Gas cylinder,False,0,9,,independent,IND,,,₹23.46 L,Karthikeyan.R,92124,12th Grade (HSC / +2)
Male,119,44,Tooth brush,False,0,10,,independent,IND,,,₹3.04 L,Karthikeyan.R-Thondamuthur,92125,6th Grade
Male,119,48,Pen nib with seven rays,False,0,11,,independent,IND,,,₹14.49 L,Karthikeyan.R-Pooluvapatti,92126,5th Grade
Female,119,27,Ship,False,0,12,,independent,IND,,,"₹15,000",Kowsalya.V,92127,12th Grade (HSC / +2)
Male,119,43,Diamond,False,0,13,,independent,IND,,,₹nan,Sivaraman.C,92128,Bachelor's Degree
Female,119,48,Gift pack,False,0,14,,independent,IND,,,₹5.14 L,Deepa.G.S,92129,12th Grade (HSC / +2)
Male,119,58,Coconut farm,False,0,15,,independent,IND,,,₹1.63 L,Devadass.K,92130,Not Specified
Male,119,28,Cot,False,0,16,,independent,IND,,,₹1.34 L,Nirmalkumar.R,92131,10th Grade (SSLC)
Female,119,40,Diesel pump,False,0,17,,independent,IND,,,"₹22,000",Balamani.V,92132,5th Grade
Male,119,49,Wheel barrow,False,0,18,,independent,IND,,,"₹15,500",Manokaran.K,92133,5th Grade
Male,119,56,Helmet,False,0,19,,independent,IND,,,"₹25,600",Rafeeq.A.M,92134,10th Grade (SSLC)
Female,119,39,Battery Torch,False,0,20,,independent,IND,,,₹nan,Vijaya.K,92135,Not Specified
Male,119,42,Ring,False,0,21,,independent,IND,,,"₹30,001",Viswanathan.M,92136,7th Grade
Male,120,68,Two leaves,False,0,1,,nda,AIADMK,,,₹8.51 Cr,Amman K.Arjunan,92137,10th Grade (SSLC)
Male,120,50,Rising sun,False,0,2,,spa,DMK,,,₹2.47 Cr,V Senthilbalaji,92138,Bachelor's Degree
Male,120,25,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,"₹58,134",Perarivalan. V,92139,10th Grade (SSLC)
Male,120,26,Camera,False,0,4,,others,TAVK,,,₹4.47 Cr,Gokula Krishnan.S,92140,Bachelor's Degree
Male,120,47,Whistle,False,0,5,,tvk,TVK,,,₹1.44 L,V.Senthilkumar,92141,9th Grade
Male,120,53,Battery Torch,False,0,6,,others,NGPP,,,₹50.25 L,B.Dhandapani,92142,6th Grade
Male,120,41,Gas cylinder,False,0,7,,others,TMMK,,,"₹12,000",G.Maheshwaran,92143,Master's Degree
Male,120,37,Balloon,False,0,8,,independent,IND,,,₹7.08 L,N.Abilazan,92144,Bachelor's Degree
Male,120,36,Diamond,False,0,9,,independent,IND,,,₹1.95 L,Imthiyas,92145,10th Grade (SSLC)
Male,120,32,Mike,False,0,10,,independent,IND,,,₹3.13 L,P.Kathiravan,92146,Bachelor's Degree
Male,120,46,Belt,False,0,11,,independent,IND,,,₹13.12 L,Gopalakrishnan,92147,Bachelor's Degree
Male,120,44,Gas Stove,False,0,12,,independent,IND,,,₹nan,P.Sangararaj,92148,10th Grade (SSLC)
Male,120,31,Mixee,False,0,13,,independent,IND,,,₹14.20 L,J.Suriyakumar,92149,Master's Degree
Male,120,55,Pen nib with seven rays,False,0,14,,independent,IND,,,₹2.39 L,M.Senthilkumar,92150,10th Grade (SSLC)
Male,120,42,Lady finger,False,0,15,,independent,IND,,,₹1.47 Cr,V.Senthilkumar,92151,Bachelor's Degree
Male,120,28,Electric pole,False,0,16,,independent,IND,,,₹57.80 Cr,K.Dinesh Kumar,92152,Bachelor's Degree
Male,120,45,Ginger,False,0,17,,independent,IND,,,₹6.12 L,P.Palanivel,92153,Bachelor's Degree
Male,120,28,Letter box,False,0,18,,independent,IND,,,₹57.80 Cr,J.Praveenkumar,92154,Bachelor's Degree
Male,120,29,Bat,False,0,19,,independent,IND,,,₹10.08 L,T.Magizhan,92155,Bachelor's Degree
Male,120,32,Kettle,False,0,20,,independent,IND,,,₹18.30 L,P.Manoj,92156,10th Grade (SSLC)
Male,120,28,Bangles,False,0,21,,independent,IND,,,₹12.58 L,B.Yuvaraj,92157,Bachelor's Degree
Male,120,64,Crane,False,0,22,,independent,IND,,,₹62.69 L,S.Rangaraj,92158,Bachelor's Degree
Male,120,57,Grapes,False,0,23,,independent,IND,,,"₹41,000",M.Ravichandran,92159,Bachelor's Degree
Male,120,38,Ring,False,0,24,,independent,IND,,,₹10.65 L,K.S.Rajagopal,92160,Bachelor's Degree
Male,120,30,Telephone,False,0,25,,independent,IND,,,₹6.80 L,K.Rajapandian,92161,Bachelor's Degree
Male,120,34,Violin,False,0,26,,independent,IND,,,₹16.53 L,D.Vigneshwaran,92162,Bachelor's Degree
Male,120,40,Water melon,False,0,27,,independent,IND,,,₹23.31 L,K.Vijayan,92163,10th Grade (SSLC)
Male,120,46,Ship,False,0,28,,independent,IND,,,₹2.27 L,Venkatachalam Paramasivam,92164,Bachelor's Degree
Male,120,45,Helmet,False,0,29,,independent,IND,,,"₹10,000",V.Velmurugan,92165,5th Grade
Male,120,54,Green chilli,False,0,30,,independent,IND,,,₹2.13 Cr,M.John Bosco,92166,Bachelor's Degree
Male,120,26,Matchbox,False,0,31,,independent,IND,,,₹9.99 L,L.Hakkim,92167,10th Grade (SSLC)
Male,121,51,Elephant,False,0,1,,others,BSP,,,"₹95,500",Sivaji Perumal,92168,7th Grade
Male,121,32,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹88.55 L,Nehruji Gunasekaran,92169,Bachelor's Degree
Male,121,53,Two leaves,False,0,3,,nda,AIADMK,,,₹87.86 Cr,K.R.Jayaram,92170,10th Grade (SSLC)
Female,121,37,Hand,False,0,4,,spa,INC,,,₹1.61 Cr,V.Srinidhi,92171,Bachelor's Degree
Male,121,75,Coconut farm,False,0,5,,ajpk,AIPTMMK,,,₹5.12 Cr,N.R.Appathurai,92172,Bachelor's Degree
Male,121,58,Laptop,False,0,6,,others,SFRBC,,,₹1.84 Cr,Sarveswaran,92173,Bachelor's Degree
Male,121,54,Pressure cooker,False,0,7,,others,RSD (R),,,₹6.41 L,S.S.Sundharam,92174,Bachelor's Degree
Male,121,50,Lady finger,False,0,8,,others,GPI,,,₹12.33 L,Murugan.O,92175,Not Specified
Male,121,43,Whistle,False,0,9,,tvk,TVK,,,₹4.80 Cr,K.S.Sri Giri Prasath,92176,Bachelor's Degree
Male,121,58,Pen nib with seven rays,False,0,10,,independent,IND,,,"₹14,500",Akbar Ali,92177,8th Grade
Male,121,33,Bat,False,0,11,,independent,IND,,,₹2.87 L,M.Ashok Kumar,92178,Bachelor's Degree
Male,121,36,Triangle,False,0,12,,independent,IND,,,"₹11,525",Ayoob Riyas,92179,Master's Degree
Male,121,50,Tennis racket & ball,False,0,13,,independent,IND,,,₹7.70 L,N.Rajasekaran,92180,Bachelor's Degree
Female,121,33,Flute,False,0,14,,independent,IND,,,₹nan,Uma Paramasivam,92181,Master's Degree
Male,121,37,Wall hook,False,0,15,,independent,IND,,,₹8.52 L,Karthik,92182,10th Grade (SSLC)
Male,121,64,Ring,False,0,16,,independent,IND,,,₹nan,K.Kumar Babu,92183,9th Grade
Male,121,54,School bag,False,0,17,,independent,IND,,,₹5.08 L,S.Satheesh,92184,8th Grade
Male,121,74,Gas cylinder,False,0,18,,independent,IND,,,"₹37,000",Subaramanian.N,92185,9th Grade
Female,121,66,Matchbox,False,0,19,,independent,IND,,,₹6.65 L,P.Tamilselvi,92186,10th Grade (SSLC)
Male,121,29,Diamond,False,0,20,,independent,IND,,,₹32.11 L,Thahir Hussain,92187,Bachelor's Degree
Male,121,50,Balloon,False,0,21,,independent,IND,,,₹4.03 L,V.Balamurugan,92188,Master's Degree
Male,121,38,Ship,False,0,22,,independent,IND,,,₹3.73 L,R.Manikandabrabhu,92189,10th Grade (SSLC)
Male,121,26,Stumps,False,0,23,,independent,IND,,,₹1.10 L,A.Mounakumar,92190,Bachelor's Degree
Male,121,45,Bucket,False,0,24,,independent,IND,,,₹2.15 L,Dr.K.Rajkumar,92191,Doctorate (Ph.D / MD)
Male,121,45,Jackfruit,False,0,25,,independent,IND,,,"₹90,000",Rajkumar.M,92192,10th Grade (SSLC)
Female,121,45,Bangles,False,0,26,,independent,IND,,,₹4.30 L,Vasanthi,92193,10th Grade (SSLC)
Male,121,61,Bricks,False,0,27,,independent,IND,,,"₹16,000",Vijayakumar,92194,8th Grade
Female,121,26,Mike,False,0,28,,independent,IND,,,₹5.43 L,Janani.D,92195,Master's Degree
Male,122,46,Rising sun,False,0,1,,spa,DMK,,,₹62.58 Cr,Sabari Karthikeyan K.V.K.S,92196,Master's Degree
Male,122,75,Two leaves,True,0,2,,nda,AIADMK,,,₹1.04 Cr,Damodaran S,92197,10th Grade (SSLC)
Female,122,42,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹16.77 L,Banupriya M,92198,Bachelor's Degree
Male,122,48,Lady finger,False,0,4,,others,GPI,,,"₹24,720",Mariyappan R,92199,Not Specified
Male,122,38,Whistle,False,0,5,,tvk,TVK,,,₹3.86 Cr,Vignesh K,92200,Bachelor's Degree
Male,123,60,Elephant,False,0,1,,others,BSP,,,₹15.40 L,C.M.Aruchamy,92201,6th Grade
Male,123,51,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹7.65 Cr,N.Senthil Kumar,92202,Master's Degree
Male,123,54,Rising sun,False,0,3,,spa,DMK,,,₹16.70 Cr,K.Nithyanandhan,92203,Bachelor's Degree
Male,123,72,Two leaves,True,0,4,,nda,AIADMK,,,₹85.11 Cr,Pollachi V.Jayaraman,92204,Not Specified
Male,123,33,Whistle,False,0,5,,tvk,TVK,,,₹1.35 Cr,G.Ramanathan,92205,Bachelor's Degree
Male,123,30,Throwing a javelin,False,0,6,,independent,IND,,,"₹82,018",V.Karthikeyan,92206,Bachelor's Degree
Male,123,70,Bench,False,0,7,,independent,IND,,,₹2.15 L,P.Nagaraj,92207,10th Grade (SSLC)
Male,123,34,Socks,False,0,8,,independent,IND,,,₹8.20 L,T.Nithyanantham,92208,10th Grade (SSLC)
Male,123,51,Shutter,False,0,9,,independent,IND,,,₹nan,K.Nithyanandan,92209,Not Specified
Male,123,32,Dolli,False,0,10,,independent,IND,,,₹4.80 L,M.Jayaprathap,92210,Bachelor's Degree
Male,123,38,Tennis racket & ball,False,0,11,,independent,IND,,,₹2.86 L,S.Jeyaram,92211,12th Grade (HSC / +2)
Male,123,44,Tea filter,False,0,12,,independent,IND,,,₹7.69 L,M.Jayaram,92212,12th Grade (HSC / +2)
Male,123,32,CCTV Camera,False,0,13,,independent,IND,,,₹4.80 L,M.Jayaraman,92213,Bachelor's Degree
Female,124,29,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹6.29 L,Umadevi. P,92214,Master's Degree
Male,124,49,Rising sun,False,0,2,,spa,DMK,,,₹14.08 L,Kutty (Alias) Sudhakar. A,92215,12th Grade (HSC / +2)
Male,124,57,Two leaves,False,0,3,,nda,AIADMK,,,₹1.05 Cr,Lekshmana Singh. D,92216,12th Grade (HSC / +2)
Male,124,69,Whistle,False,0,4,,tvk,TVK,,,₹10.08 Cr,Dr. Sridharan. A,92217,Doctorate (Ph.D / MD)
Male,124,30,Bat,False,0,5,,independent,IND,,,₹1.37 L,Perumal. K,92218,Not Specified
Female,124,44,Electric pole,False,0,6,,independent,IND,,,₹1.24 L,Lakshmi. N,92219,Not Specified
Male,125,60,Two leaves,False,0,1,,nda,AIADMK,,,₹35.21 L,Radhakrishnan K,92220,Bachelor's Degree
Male,125,30,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹4.63 L,Ram Kumar M,92221,Bachelor's Degree
Male,125,50,Rising sun,False,0,3,,spa,DMK,,,₹63.13 L,Jayakumar M,92222,Master's Degree
Male,125,50,Whistle,False,0,4,,tvk,TVK,,,₹26.29 L,Sankar K,92223,Primary (Up to 4th)
Male,125,58,Battery Torch,False,0,5,,independent,IND,,,₹20.40 L,Umar Ali D,92224,Not Specified
Female,125,66,Electric pole,False,0,6,,independent,IND,,,₹2.37 L,Elsy C,92225,Diploma / ITI
Male,125,31,Coconut farm,False,0,7,,independent,IND,,,"₹11,001",Ganesh S,92226,8th Grade
Male,125,37,Bat,False,0,8,,independent,IND,,,₹33.02 L,Kalimuthu S,92227,Diploma / ITI
Male,125,48,Pen nib with seven rays,False,0,9,,independent,IND,,,"₹67,950",Padmendraprakash A,92228,8th Grade
Male,125,34,Ring,False,0,10,,independent,IND,,,"₹11,009",Mahendran A,92229,8th Grade
Male,125,67,Letter box,False,0,11,,independent,IND,,,₹28.50 L,Ramasamy S,92230,12th Grade (HSC / +2)
Female,126,38,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹55.39 L,M Radhamani,92231,Bachelor's Degree
Male,126,59,Rising sun,False,0,2,,spa,DMK,,,₹2.64 Cr,R Jayaramakrishnan,92232,Bachelor's Degree
Male,126,76,Pressure cooker,False,0,3,,nda,AMMK,,,₹87.46 L,C Shanmugavelu,92233,Master's Degree
Male,126,54,Gas cylinder,False,0,4,,others,PT,,,"₹49,743",Ak Senthilkumar,92234,Bachelor's Degree
Male,126,33,Whistle,False,0,5,,tvk,TVK,,,₹14.65 L,R Thirumalai,92235,Bachelor's Degree
Male,126,46,Camera,False,0,6,,independent,IND,,,₹5.35 L,M Ahamed Ali,92236,Diploma / ITI
Male,126,60,Pestle and mortar,False,0,7,,independent,IND,,,₹13.91 L,A Shanmugavel,92237,6th Grade
Male,126,37,Noodles bowl,False,0,8,,independent,IND,,,₹69.59 L,K Shanmugavel,92238,10th Grade (SSLC)
Male,126,52,Kettle,False,0,9,,independent,IND,,,₹5.12 L,S Shanmugavel,92239,Not Specified
Male,126,45,Diamond,False,0,10,,independent,IND,,,₹7.84 L,M Shanugavel,92240,9th Grade
Male,126,51,Ring,False,0,11,,independent,IND,,,₹nan,P Thangaraj,92241,Primary (Up to 4th)
Male,126,39,Electric pole,False,0,12,,independent,IND,,,₹19.91 L,Sp Mahendran,92242,Master's Degree
Male,126,38,Telephone,False,0,13,,independent,IND,,,₹nan,K Vadivazhagan Balaji,92243,Master's Degree
Male,127,50,Elephant,False,0,1,,others,BSP,,,₹23.42 L,Nachimuthu. S,92244,10th Grade (SSLC)
Male,127,68,Hammer Sickle and Star,False,0,2,,spa,CPI(M),,,₹1.43 L,Pandi. N,92245,10th Grade (SSLC)
Female,127,27,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹nan,Murugeswari. B,92246,Not Specified
Male,127,57,Two leaves,False,0,4,,nda,AIADMK,,,₹nan,Ravimanoharan. K,92247,Diploma / ITI
Male,127,40,Whistle,False,0,5,,tvk,TVK,,,₹1.80 Cr,Dr. Praveen Kumar. M,92248,Doctorate (Ph.D / MD)
Male,127,50,Ring,False,0,6,,others,RSD (R),,,₹6.76 Cr,Ramamoorthi. G,92249,Diploma / ITI
Male,127,47,Gas cylinder,False,0,7,,others,PT,,,₹18.71 L,Vaykkaldurai. K,92250,10th Grade (SSLC)
Male,127,32,Computer,False,0,8,,independent,IND,,,₹2.19 Cr,Ashokkumar. G,92251,Bachelor's Degree
Male,127,46,Dish antenna,False,0,9,,independent,IND,,,₹4.01 L,Anbarasu. R,92252,10th Grade (SSLC)
Male,127,64,Coconut farm,False,0,10,,independent,IND,,,₹5.50 L,Thannasiappan. P,92253,Not Specified
Male,127,51,Sewing machine,False,0,11,,independent,IND,,,₹17.98 L,Thirumalaisamy. B,92254,10th Grade (SSLC)
Male,127,47,Electric pole,False,0,12,,independent,IND,,,₹19.24 L,Balachandran. M,92255,Diploma / ITI
Male,127,29,Bat,False,0,13,,independent,IND,,,"₹54,020",Praveenkumar. R,92256,Bachelor's Degree
Female,127,45,Bead necklace,False,0,14,,independent,IND,,,₹16.91 L,Madheswari. R,92257,5th Grade
Male,127,29,Pen nib with seven rays,False,0,15,,independent,IND,,,₹1.20 L,Jayakumar. T,92258,Bachelor's Degree
Male,128,64,Rising sun,True,0,1,,spa,DMK,,,₹5.41 Cr,Sakkarapani. R,92259,Bachelor's Degree
