gender,acNo,age,symbol,incumbent,criminal,slNo,minister,alliance,party,profession,image,assets,name,id,education
Male,3,65,Two leaves,False,0,1,,nda,AIADMK,,,₹77.53 L,G.Hari,90029,Master's Degree
Male,3,63,Nagara,False,0,2,,spa,DMDK,,,₹4.27 Cr,D.Krishnamurthy,90030,10th Grade (SSLC)
Male,3,27,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹78.01 L,Chandran .S.S,90031,Bachelor's Degree
Male,3,56,Elephant,False,0,4,,others,BSP,,,"₹21,200",Muthuraj.G,90032,Not Specified
Male,3,38,Whistle,False,0,5,,tvk,TVK,,,₹4.34 Cr,M.Sathya Kumar,90033,Not Specified
Male,3,37,Matchbox,False,0,6,,others,TK,,,₹2.08 L,Balaji.A,90034,Bachelor's Degree
Male,3,47,Camera,False,0,7,,others,TAVK,,,"₹30,000",Pavendhan.Y.R,90035,Master's Degree
Male,3,29,Diamond,False,0,8,,independent,IND,,,₹7.73 Cr,Krishnamoorthy.K,90036,Not Specified
Male,3,45,Pestle and mortar,False,0,9,,independent,IND,,,₹20.04 L,Krishnamoorthy.D,90037,12th Grade (HSC / +2)
Male,3,52,Noodles bowl,False,0,10,,independent,IND,,,₹15.21 L,Krishnamoorthy.M,90038,Bachelor's Degree
Male,3,57,Gas cylinder,False,0,11,,independent,IND,,,"₹50,000",Shettu.S,90039,Bachelor's Degree
Male,3,43,Bangles,False,0,12,,independent,IND,,,₹16.20 L,Dr.A.V.Narendran,90040,Not Specified
Male,3,35,Bucket,False,0,13,,independent,IND,,,"₹25,000",Jambu.B,90041,Bachelor's Degree
Male,4,58,Rising sun,False,0,1,,spa,DMK,,,₹127.21 Cr,V.G.Raajendran,90042,Diploma / ITI
Male,4,47,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,"₹13,500",K.Senthilkumar,90043,9th Grade
Male,4,58,Two leaves,False,0,3,,nda,AIADMK,,,₹6.84 Cr,Be Vee Ramanah,90044,Not Specified
Male,4,42,Elephant,False,0,4,,others,BSP,,,₹1.00 L,B.Rajesh Kumar,90045,Bachelor's Degree
Male,4,49,Whistle,False,0,5,,tvk,TVK,,,₹1.09 Cr,Dr. T.Arunkumar,90046,Master's Degree
Male,4,68,Ganna kisan,False,0,6,,others,RPI (A),,,"₹41,247",E.Mani,90047,Master's Degree
Male,4,45,Camera,False,0,7,,others,TAVK,,,₹nan,E.Rajarathinam,90048,Not Specified
Male,4,50,Gas cylinder,False,0,8,,ajpk,AJPK,,,₹66.17 L,N.Venkatesan,90049,Bachelor's Degree
Male,4,38,Rubber stamp,False,0,9,,independent,IND,,,₹2.28 L,E.Kothandan,90050,Master's Degree
Male,4,30,Cot,False,0,10,,independent,IND,,,₹45.09 L,N.Nagendrababu,90051,Bachelor's Degree
Male,4,49,Diamond,False,0,11,,independent,IND,,,₹7.24 L,N.Balakrishnan,90052,8th Grade
Male,4,56,Can,False,0,12,,independent,IND,,,₹18.90 L,R.Ramanan,90053,HSE
Male,4,59,Water tank,False,0,13,,independent,IND,,,₹6.39 L,G.Rajendiran,90054,Master's Degree
Male,4,62,Plate stand,False,0,14,,independent,IND,,,₹8.16 L,S.Rajendran,90055,5th Grade
Male,5,60,Rising sun,True,0,1,,spa,DMK,,,₹10.25 Cr,Krishnaswamy.A,90056,Bachelor's Degree
Female,5,45,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹7.53 L,Mekala.J,90057,Not Specified
Male,5,33,Elephant,False,0,3,,others,BSP,,,₹6.11 L,Rajasekaran.K,90058,12th Grade (HSC / +2)
Male,5,62,Pressure cooker,False,0,4,,nda,AMMK,,,₹81.72 L,Elumalai.T.A,90059,Bachelor's Degree
Male,5,44,Whistle,False,0,5,,tvk,TVK,,,"₹75,000",Prakasam.R,90060,10th Grade (SSLC)
Male,5,56,Belt,False,0,6,,independent,IND,,,"₹41,000",Sivakumar.S,90061,Bachelor's Degree
Male,5,58,Box,False,0,7,,independent,IND,,,"₹26,030",Dhasarathan.R,92897,6th Grade
Male,5,56,Saw,False,0,8,,independent,IND,,,"₹16,600",Purushothaman.B,90063,10th Grade (SSLC)
Male,5,37,Diamond,False,0,9,,independent,IND,,,₹3.70 L,Ravikumar.M,90064,9th Grade
Male,5,49,Batsman,False,0,10,,independent,IND,,,"₹41,555",Velu.S,90065,Bachelor's Degree
Female,5,50,Swing,False,0,11,,independent,IND,,,₹10.95 L,Dr.Jayanthi.R,90066,Doctorate (Ph.D / MD)
Male,6,45,Elephant,False,0,1,,others,BSP,,,"₹73,000",S.Charles,90067,12th Grade (HSC / +2)
Male,6,66,Rising sun,False,0,2,,spa,DMK,,,₹2.08 Cr,S.M.Nasar,90068,10th Grade (SSLC)
Female,6,32,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹12.39 L,Punitha Shanmugam,90069,Doctorate (Ph.D / MD)
Male,6,49,Lotus,False,0,4,,nda,BJP,,,₹59.44 L,Rajasimha Mahendra,90070,12th Grade (HSC / +2)
Male,6,53,Camera,False,0,5,,others,TAVK,,,₹1.31 Cr,R.Edmund Jayendren,90071,Bachelor's Degree
Male,6,70,Truck,False,0,6,,others,ACDP,,,₹nan,C.S.Karnan,90072,Not Specified
Male,6,51,Jackfruit,False,0,7,,others,APTADMK,,,"₹30,000",Senthilkumar. S,90073,Diploma / ITI
Male,6,39,Coconut farm,False,0,8,,ajpk,AIPTMMK,,,₹nan,R.Bakthavatchalam,90074,12th Grade (HSC / +2)
Male,6,60,Whistle,False,0,9,,tvk,TVK,,,₹2.79 Cr,R.Ramesh Kumar,90075,Bachelor's Degree
Male,6,50,Walking stick,False,0,10,,others,SMNK,,,₹33.47 L,P.Jayakumar,90076,Not Specified
Male,6,52,Refrigerator,False,0,11,,independent,IND,,,₹7.20 L,K.Annamalai,90077,10th Grade (SSLC)
Male,6,30,Gramophone,False,0,12,,independent,IND,,,₹6.67 L,G.D.Arunkumar,90078,Bachelor's Degree
Male,6,42,Cauliflower,False,0,13,,independent,IND,,,₹8.42 L,M.Erajasimman,90079,Bachelor's Degree
Male,6,49,Pen nib with seven rays,False,0,14,,independent,IND,,,₹12.19 L,R.Kumar,90080,Not Specified
Male,6,48,Fountain,False,0,15,,independent,IND,,,₹26.87 L,S.Senthilkumar,90081,Bachelor's Degree
Male,6,58,Gas cylinder,False,0,16,,independent,IND,,,₹5.73 L,P.Chellapandian,90082,Bachelor's Degree
Male,6,47,Lady finger,False,0,17,,independent,IND,,,₹1.53 L,K.Balakrishnan,90083,Bachelor's Degree
Male,6,34,Envelope,False,0,18,,independent,IND,,,₹6.48 L,R.Manikandan,90084,Master's Degree
Male,6,29,Scissors,False,0,19,,independent,IND,,,₹7.62 L,Uniesh Raj. M,90085,Master's Degree
Male,6,27,Brush,False,0,20,,independent,IND,,,₹6.51 L,Rajasekar. R,90086,Bachelor's Degree
Male,7,67,Rising sun,True,0,1,,spa,DMK,,,₹10.66 L,Ganapathy. K,90087,8th Grade
Male,7,56,Two leaves,False,0,2,,nda,AIADMK,,,₹2.00 Cr,P.Benjamin,90088,Bachelor's Degree
Female,7,32,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹7.23 L,Revathi L,90089,10th Grade (SSLC)
Male,7,43,Pen nib with seven rays,False,0,4,,others,NMK,,,₹44.05 L,Agni Selvaraju. J,90090,Master's Degree
Male,7,57,Pan,False,0,5,,others,AMGRDMAK,,,₹19.50 L,Muthuraman. S,90091,12th Grade (HSC / +2)
Male,7,31,Spanner,False,0,6,,others,NIP,,,₹1.37 L,Murali. S,90092,12th Grade (HSC / +2)
Male,7,30,Whistle,False,0,7,,tvk,TVK,,,₹7.02 Cr,Rhevanth Charan,90093,Not Specified
Male,7,49,Pestle and mortar,False,0,8,,others,VTVTK,,,₹8.10 L,K.Venkatesan,90094,Not Specified
Male,7,51,Coconut farm,False,0,9,,ajpk,AIPTMMK,,,₹13.40 L,J.Venkatesan,90095,10th Grade (SSLC)
Male,7,52,Bead necklace,False,0,10,,independent,IND,,,₹11.47 L,D.Anandan,90096,Bachelor's Degree
Male,7,39,Diamond,False,0,11,,independent,IND,,,₹nan,K.Ganapathy,90097,9th Grade
Male,7,36,CCTV Camera,False,0,12,,independent,IND,,,₹2.41 L,V.Kamala Kannan,90098,8th Grade
Male,7,39,Gas cylinder,False,0,13,,independent,IND,,,₹3.17 Cr,Saravanan Kumar,90099,Doctorate (Ph.D / MD)
Male,7,34,Sitar,False,0,14,,independent,IND,,,₹nan,R.Siva,90100,Not Specified
Male,7,50,Bangles,False,0,15,,independent,IND,,,₹72.54 L,M.Balasubramanian,90101,Master's Degree
Male,7,38,Electric pole,False,0,16,,independent,IND,,,"₹10,000",S.Benjamin Moses,90102,Master's Degree
Male,7,62,Stethoscope,False,0,17,,independent,IND,,,"₹14,729",Ponmuthu Ramesh,90103,9th Grade
Male,7,30,Bucket,False,0,18,,independent,IND,,,₹16.36 L,N.A.Mani,90104,Bachelor's Degree
Male,7,27,Football player,False,0,19,,independent,IND,,,"₹26,092",R.Yuvaraj,90105,Bachelor's Degree
Male,7,31,Mixee,False,0,20,,independent,IND,,,₹23.06 L,Vignesh Nandagopal,90106,Master's Degree
Male,7,59,Cake,False,0,21,,independent,IND,,,₹2.63 L,M.James,90107,10th Grade (SSLC)
Male,8,35,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,"₹87,340",Silambarasan,90108,Bachelor's Degree
Female,8,42,Elephant,False,0,2,,others,BSP,,,₹17.33 L,Dr. J.Sailas,90109,Bachelor's Degree
Female,8,33,Rising sun,False,0,3,,spa,DMK,,,₹1.72 Cr,Dr A.P.Poornima,90110,Not Specified
Male,8,70,Sitar,False,0,4,,others,NJP,,,₹6.30 L,A.Kalyanasundaram,90111,10th Grade (SSLC)
Male,8,55,Mango,False,0,5,,nda,PMK,,,₹14.41 Cr,K.N.Sekar,90112,8th Grade
Male,8,44,Whistle,False,0,6,,tvk,TVK,,,₹1.17 Cr,Balamurugan.G,90113,Diploma / ITI
Male,8,52,Diamond,False,0,7,,others,ISP,,,₹9.44 L,V.Ramkumar,90114,Bachelor's Degree
Male,8,30,Camera,False,0,8,,others,TAVK,,,₹nan,Rajkumar,90115,9th Grade
Male,8,46,Spanner,False,0,9,,others,NIP,,,₹80.19 L,D.Jeyaganesh,90116,10th Grade (SSLC)
Male,8,61,Gas cylinder,False,0,10,,independent,IND,,,₹6.62 L,M.S.Arumugam,90117,6th Grade
Male,8,50,Water tank,False,0,11,,independent,IND,,,₹2.56 L,P.Arumugam,90118,Bachelor's Degree
Male,8,65,Bangles,False,0,12,,independent,IND,,,₹nan,G.Sampath,90119,Bachelor's Degree
Male,8,55,Air conditioner,False,0,13,,independent,IND,,,₹4.24 L,K.Sekar,90120,8th Grade
Male,8,61,Dish antenna,False,0,14,,independent,IND,,,₹1.46 L,G.P.Sekar,90121,4th Grade
Male,8,46,Batsman,False,0,15,,independent,IND,,,₹30.13 L,Palani,90122,Diploma / ITI
Male,8,49,CCTV Camera,False,0,16,,independent,IND,,,₹1.39 L,R.Balamurugan,90123,10th Grade (SSLC)
Male,8,37,Television,False,0,17,,independent,IND,,,₹4.51 Cr,Dr. S.Praveen,90124,Master's Degree
Female,8,50,Carrom board,False,0,18,,independent,IND,,,₹20.26 L,D.Pushpa,90125,7th Grade
Male,8,28,Football player,False,0,19,,independent,IND,,,₹6.28 L,S.Madhavan,90126,Bachelor's Degree
Male,8,38,Telephone,False,0,20,,independent,IND,,,₹1.07 L,D.K.Meshack Kirubakaran,90127,Bachelor's Degree
Male,8,35,Ship,False,0,21,,independent,IND,,,₹42.70 L,Vinayagamoorthy.R,90128,12th Grade (HSC / +2)
Male,8,32,Matchbox,False,0,22,,independent,IND,,,₹11.92 L,S.Janarthanan,90129,Bachelor's Degree
Female,8,41,Balloon,False,0,23,,independent,IND,,,₹7.35 L,Jothi.M,90130,10th Grade (SSLC)
Female,9,28,Farmer Carrying Plough,False,0,1,,ntk,NTK,,,₹40.88 L,E.Krithika,90131,Bachelor's Degree
Male,9,67,Rising sun,False,0,2,,spa,DMK,,,₹43.20 Cr,S.Sudharsanam,90132,Bachelor's Degree
Male,9,67,Two leaves,False,0,3,,nda,AIADMK,,,₹16.03 L,Madhavaram V.Moorthy,90133,Bachelor's Degree
Male,9,53,Elephant,False,0,4,,others,BSP,,,₹7.05 L,N.Janakiraman,90134,Bachelor's Degree
Male,9,51,Camera,False,0,5,,others,TAVK,,,₹6.40 L,R.Karthikeyan,90135,Bachelor's Degree
Male,9,40,Pen nib with seven rays,False,0,6,,others,NMK,,,₹1.08 L,I.Raffik,90136,Bachelor's Degree
Male,9,37,Whistle,False,0,7,,tvk,TVK,,,₹55.26 L,M.L.Vijayprabhu,90137,Bachelor's Degree
Male,9,54,Chain,False,0,8,,independent,IND,,,₹7.19 L,S.Sivakumar,90138,Bachelor's Degree
Male,9,67,Diamond,False,0,9,,independent,IND,,,₹3.49 L,Sudarsanam,90139,Not Specified
Male,9,39,Peas,False,0,10,,independent,IND,,,"₹3,000",A.Nagarajan,90140,Not Specified
Male,9,53,Ship,False,0,11,,independent,IND,,,₹5.45 L,R.S.Balaji,90141,Diploma / ITI
Male,9,40,Tooth brush,False,0,12,,independent,IND,,,"₹4,000",G.Prabu,90142,Diploma / ITI
Male,9,60,Saw,False,0,13,,independent,IND,,,"₹24,000",A.Ponnalagan,90143,Not Specified
Male,9,42,Electric pole,False,0,14,,independent,IND,,,"₹11,500",C.Moorthy,90144,Not Specified
Male,9,56,Wallet,False,0,15,,independent,IND,,,"₹4,000",V.Murthy,90145,Not Specified
Male,10,72,Two leaves,False,0,1,,nda,AIADMK,,,₹1.33 Cr,Kuppan. K,90146,Bachelor's Degree
Female,10,40,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹1.69 Cr,Sathya. B,90147,10th Grade (SSLC)
Male,10,59,Hammer Sickle and Star,False,0,3,,spa,CPI(M),,,₹81.61 L,Sundararaj. L,90148,10th Grade (SSLC)
Male,10,46,Elephant,False,0,4,,others,BSP,,,₹1.28 L,Mahendra Kumar. D,90149,10th Grade (SSLC)
Female,10,55,Pestle and mortar,False,0,5,,others,VTVTK,,,"₹35,000",Sasirekha. M,90150,10th Grade (SSLC)
Male,10,46,Whistle,False,0,6,,tvk,TVK,,,₹83.21 L,Senthil Kumar. N,90151,Bachelor's Degree
Male,10,41,Ship,False,0,7,,others,DMA,,,₹nan,Dilli Kumar. R,90152,10th Grade (SSLC)
Male,10,28,Camera,False,0,8,,others,TAVK,,,₹2.45 L,Venkataramanan. J,90153,Bachelor's Degree
Male,10,32,Matchbox,False,0,9,,independent,IND,,,"₹2,000",Aravind. R,90154,Bachelor's Degree
Male,10,36,Gramophone,False,0,10,,independent,IND,,,₹1.69 L,Gopi. K,90155,Bachelor's Degree
Male,10,46,Door bell,False,0,11,,independent,IND,,,"₹10,000",Thanikasalam. B,90156,Diploma / ITI
Male,10,32,Boat with man and sail,False,0,12,,independent,IND,,,₹nan,Balaruban,90157,Bachelor's Degree
Male,10,57,Gas cylinder,False,0,13,,independent,IND,,,₹12.44 Cr,Michaelraj. M.A,90158,Bachelor's Degree
Male,10,31,Electric pole,False,0,14,,independent,IND,,,"₹18,043",Vijay. A,90159,12th Grade (HSC / +2)
Male,10,46,Wool and Needle,False,0,15,,independent,IND,,,₹40.00 L,Janagaraj,90160,8th Grade
Male,11,54,Two leaves,False,0,1,,nda,AIADMK,,,₹7.67 Cr,R.S.Raajesh,90161,Diploma / ITI
Female,11,42,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹1.01 Cr,Vennila.T,90162,Master's Degree
Male,11,50,Rising sun,False,0,3,,spa,DMK,,,₹1.16 Cr,J.John Ebenezer,90163,Master's Degree
Male,11,73,Diamond,False,0,4,,others,MANK,,,₹nan,E.Raamadasan,90164,Bachelor's Degree
Male,11,26,Calculator,False,0,5,,others,SP,,,₹5.35 L,D.Karthikeyan,90165,Bachelor's Degree
Male,11,51,Matchbox,False,0,6,,others,TMMK,,,₹6.06 L,Chandrasekar,90166,Not Specified
Male,11,30,Camera,False,0,7,,others,TAVK,,,₹8.30 L,B.Navin,90167,Bachelor's Degree
Male,11,46,Whistle,False,0,8,,tvk,TVK,,,₹4.71 Cr,N.Marie Wilson,90168,Doctorate (Ph.D / MD)
Male,11,55,Scissors,False,0,9,,others,SUCI(C),,,₹nan,A.Mohanraj,90169,Not Specified
Female,11,43,Triangle,False,0,10,,independent,IND,,,₹6.40 L,Amudha.N,90170,10th Grade (SSLC)
Male,11,26,Biscuit,False,0,11,,independent,IND,,,₹nan,D.Ajith Kumar,90171,Not Specified
Male,11,42,Ship,False,0,12,,independent,IND,,,₹10.46 L,S.Emmanuvel,90172,10th Grade (SSLC)
Female,11,38,Baby walker,False,0,13,,independent,IND,,,₹10.55 L,A.Usha,90173,10th Grade (SSLC)
Male,11,51,Grapes,False,0,14,,independent,IND,,,₹10.51 L,R.Ethiraj,90174,12th Grade (HSC / +2)
Male,11,63,Bench,False,0,15,,independent,IND,,,₹3.76 L,V.Shankar,90175,10th Grade (SSLC)
Male,11,42,Chain,False,0,16,,independent,IND,,,₹3.43 L,M.Sathish,90176,10th Grade (SSLC)
Male,11,36,Road roller,False,0,17,,independent,IND,,,₹nan,J.Saravanakumar,90177,Not Specified
Male,11,50,Laptop,False,0,18,,independent,IND,,,₹5.65 L,L.Saravanan,90178,Bachelor's Degree
Male,11,31,Green chilli,False,0,19,,independent,IND,,,₹2.40 L,V.Sudhakar,90179,Bachelor's Degree
Male,11,31,Carpet,False,0,20,,independent,IND,,,₹53.74 L,K.Sujith,90180,Bachelor's Degree
Male,11,34,Electric pole,False,0,21,,independent,IND,,,₹6.70 L,R.Tamilarasan,90181,Master's Degree
Male,11,27,Sofa,False,0,22,,independent,IND,,,₹4.93 L,Tamilselvan,90182,Bachelor's Degree
Male,11,36,Coat,False,0,23,,independent,IND,,,₹7.65 L,R.Devakumar,90183,Bachelor's Degree
Male,11,37,Iron,False,0,24,,independent,IND,,,₹6.22 L,D.Prabhu,90184,Bachelor's Degree
Male,11,45,Cake,False,0,25,,independent,IND,,,₹nan,G.Bothi Rajan,90185,Not Specified
Male,11,28,Chimney,False,0,26,,independent,IND,,,"₹55,500",Manikandan.H,90186,Diploma / ITI
Male,11,36,Box,False,0,27,,independent,IND,,,₹nan,G.Madhan Kumar,90187,Not Specified
Male,11,35,Bat,False,0,28,,independent,IND,,,₹nan,V.Madhan Mohan,90188,Not Specified
Male,11,70,Mixee,False,0,29,,independent,IND,,,₹nan,P.Marimuthu,90189,Not Specified
Male,11,38,Carrom board,False,0,30,,independent,IND,,,"₹89,896",R.Muthu Chella Bharathi,90190,Master's Degree
Male,11,43,Pressure cooker,False,0,31,,independent,IND,,,₹3.90 L,K.Murali,90191,Bachelor's Degree
Male,11,26,Flute,False,0,32,,independent,IND,,,₹5.85 L,J.Murali Krishnan,90192,Bachelor's Degree
Male,11,65,Gas cylinder,False,0,33,,independent,IND,,,₹69.14 L,C.Rajamanickam,90193,Master's Degree
Male,11,42,Coconut farm,False,0,34,,independent,IND,,,₹64.10 L,J.Vijayan,90194,Diploma / ITI
Male,11,42,Robot,False,0,35,,independent,IND,,,₹nan,A.Vijay,90195,Not Specified
Male,11,29,Hand cart,False,0,36,,independent,IND,,,₹3.05 L,G.Vijay,90196,Diploma / ITI
Male,11,33,Ring,False,0,37,,independent,IND,,,₹1.90 L,C.Janarthanan,90197,Bachelor's Degree
Male,11,43,Mike,False,0,38,,independent,IND,,,₹4.66 L,D.Janarthanan,90198,Diploma / ITI
Male,12,59,Rising sun,False,0,1,,spa,DMK,,,₹nan,R.D.Shekar,90199,Bachelor's Degree
Male,12,40,Farmer Carrying Plough,False,0,2,,ntk,NTK,,,₹7.64 L,S.Vetri Thamizhan,90200,Master's Degree
Male,12,32,Elephant,False,0,3,,others,BSP,,,"₹11,000",Vetri Vel Selvam,90201,Bachelor's Degree
Male,12,29,Diamond,False,0,4,,others,TMGMK,,,₹56.00 L,Ashlin Belmen .A.S,90202,Diploma / ITI
Female,12,40,Matchbox,False,0,5,,others,TK,,,₹57.16 L,M.Geeta,90203,Bachelor's Degree
Male,12,52,Bucket,False,0,6,,others,MANK,,,₹8.80 L,Dr.R.Saravana Perumal,90204,Doctorate (Ph.D / MD)
Male,12,39,Scissors,False,0,7,,others,TTNP,,,₹32.38 L,Sivakumar.V,90205,Diploma / ITI
Male,12,42,Telephone,False,0,8,,others,MK,,,"₹59,000",S.Sureshkumar,90206,Bachelor's Degree
Male,12,49,Gas cylinder,False,0,9,,others,SUCI(C),,,"₹2,631",J.Sebastin,90207,10th Grade (SSLC)
Female,12,56,Mango,False,0,10,,nda,PMK,,,₹3.32 Cr,M.Thilagabama,90208,Bachelor's Degree
Male,12,41,Computer,False,0,11,,others,MMK,,,₹7.33 L,K.M.Devan,90209,Bachelor's Degree
Female,12,28,Pestle and mortar,False,0,12,,others,VTVTK,,,₹7.25 L,S.Malathi,90210,12th Grade (HSC / +2)
Male,12,51,Ganna kisan,False,0,13,,others,RPI (A),,,"₹5,500",A.Rajaram,90211,Bachelor's Degree
Male,12,29,Road roller,False,0,14,,others,AIJMK,,,₹2.86 L,Vijay,90212,Bachelor's Degree
Male,12,55,Camera,False,0,15,,others,TAVK,,,₹10.55 L,D.V.Venugopal,90213,10th Grade (SSLC)
Male,12,52,Whistle,False,0,16,,tvk,TVK,,,₹809.17 Cr,C.Joseph Vijay,90214,Bachelor's Degree
Male,12,45,Pressure cooker,False,0,17,,independent,IND,,,₹11.98 L,Agni Aalvar,90215,10th Grade (SSLC)
Female,12,58,Walking stick,False,0,18,,independent,IND,,,₹29.50 L,Amala.R,90216,9th Grade
Male,12,37,Battery Torch,False,0,19,,independent,IND,,,₹25.66 L,Azarutheen.M,90217,Bachelor's Degree
Male,12,68,Table,False,0,20,,independent,IND,,,"₹30,000",P.Esakki Muthu,90218,Not Specified
Male,12,56,Letter box,False,0,21,,independent,IND,,,₹nan,E.Udhaya Kumar,90219,7th Grade
Male,12,58,Trumpet,False,0,22,,independent,IND,,,₹55.90 L,M.Kadhiravan,90220,12th Grade (HSC / +2)
Male,12,56,Can,False,0,23,,independent,IND,,,₹nan,P.Gunasekar,90221,10th Grade (SSLC)
Male,12,42,Box,False,0,24,,independent,IND,,,₹33.91 L,B.Sathish Kumar,90222,Bachelor's Degree
Male,12,46,Robot,False,0,25,,independent,IND,,,₹73.66 L,Sathish.B,90223,Bachelor's Degree
Male,12,61,Binoculars,False,0,26,,independent,IND,,,₹nan,P.Thangamani,90224,8th Grade
Male,12,51,Bicycle pump,False,0,27,,independent,IND,,,"₹45,000",M.Tamilselvam,90225,6th Grade
Male,12,43,Ship,False,0,28,,independent,IND,,,₹2.65 L,H.Dhanasekar,90226,10th Grade (SSLC)
Female,12,46,Grapes,False,0,29,,independent,IND,,,₹1.08 L,M.I.Thahira Banu,90227,10th Grade (SSLC)
Female,12,32,Ring,False,0,30,,independent,IND,,,₹23.60 L,Nivetha,90228,Master's Degree
Male,12,37,Jackfruit,False,0,31,,independent,IND,,,₹3.55 L,B.Balaji,90229,12th Grade (HSC / +2)
Male,12,56,Cutting pliers,False,0,32,,independent,IND,,,₹4.60 L,P.Ponraj,90230,10th Grade (SSLC)
Male,12,53,Mike,False,0,33,,independent,IND,,,₹nan,Bowdharaj,90231,5th Grade
Male,12,28,Stethoscope,False,0,34,,independent,IND,,,₹6.26 L,Dr.D.Madan,90232,Doctorate (Ph.D / MD)
Male,12,46,CCTV Camera,False,0,35,,independent,IND,,,₹nan,Dr.G.Moorthy,90233,Doctorate (Ph.D / MD)
Male,12,41,Bat,False,0,36,,independent,IND,,,₹1.27 L,S.Michael,90234,Bachelor's Degree
Male,12,40,Biscuit,False,0,37,,independent,IND,,,₹1.45 L,S.Ramesh,90235,Bachelor's Degree
Male,12,51,Tea filter,False,0,38,,independent,IND,,,₹1.15 L,V.Raji,90236,Not Specified
Male,12,51,Balloon,False,0,39,,independent,IND,,,₹1.80 L,S.Rajesh Kumar,90237,Diploma / ITI
Male,12,37,Batsman,False,0,40,,independent,IND,,,₹55.66 L,Reegan Prabhu,90238,Diploma / ITI
Male,12,33,Pen nib with seven rays,False,0,41,,independent,IND,,,"₹93,000",G.Ruthra Kumar,90239,Bachelor's Degree
Male,12,35,Gramophone,False,0,42,,independent,IND,,,₹51.97 L,Vijay. G,90240,Diploma / ITI
Male,12,29,Pillow,False,0,43,,independent,IND,,,₹33.00 L,S.Vishnu Varthan,90241,Bachelor's Degree
Male,12,47,Coconut farm,False,0,44,,independent,IND,,,₹1.07 L,B.Venkatesan,90242,Master's Degree
Male,12,60,Helmet,False,0,45,,independent,IND,,,₹2.01 Cr,R.Jayaseelan,90243,5th Grade
Male,12,65,Pen drive,False,0,46,,independent,IND,,,₹46.97 L,S.Joseph,90244,Master's Degree
Male,12,49,Noodles bowl,False,0,47,,independent,IND,,,₹3.88 L,M.Joseph,90245,12th Grade (HSC / +2)
Male,13,51,Two leaves,False,0,1,,nda,AIADMK,,,₹79.49 L,P.Santhana Krishnan,90246,Diploma / ITI
Female,13,37,Elephant,False,0,2,,others,BSP,,,₹11.36 L,Subashini,90247,Master's Degree
Male,13,53,Farmer Carrying Plough,False,0,3,,ntk,NTK,,,₹44.13 L,Soundara Pandian Luder Seth,90248,Bachelor's Degree
Male,13,72,Rising sun,True,0,4,True,spa,DMK,,,₹6.01 Cr,M.K.Stalin,90249,Bachelor's Degree
Male,13,48,Bangles,False,0,5,,others,SP,,,"₹41,000",Aathithya,90250,Not Specified
Male,13,73,Gas cylinder,False,0,6,,others,MANK,,,₹5.31 L,E.Raamadasan,90251,10th Grade (SSLC)
Female,13,42,Camera,False,0,7,,others,TAVK,,,₹nan,Oormila,90252,Not Specified
Male,13,49,Pestle and mortar,False,0,8,,others,VTVTK,,,₹nan,K.Elumalai,90253,Not Specified
Male,13,71,Balloon,False,0,9,,others,DMSK,,,"₹49,000",Sivagnanasam,90254,Doctorate (Ph.D / MD)
Male,13,32,Ganna kisan,False,0,10,,others,RPI (A),,,"₹2,200",S.Y.Syed Yusuf,90255,Bachelor's Degree
Male,13,75,Whistle,False,0,11,,tvk,TVK,,,₹36.38 L,V.S.Babu,90256,8th Grade
Male,13,44,Table,False,0,12,,independent,IND,,,"₹26,500",Arul Doss. A,90257,Not Specified
Male,13,34,Hand cart,False,0,13,,independent,IND,,,₹6.46 L,Kaja Maideen,90258,6th Grade
Male,13,46,Ship,False,0,14,,independent,IND,,,"₹47,500",V.A.Sudhakar,90259,10th Grade (SSLC)
Male,13,39,Mike,False,0,15,,independent,IND,,,₹56.52 L,M.Suresh,90260,10th Grade (SSLC)
Male,13,51,Iron,False,0,16,,independent,IND,,,"₹1,000",J.Suriya Muthu,90261,10th Grade (SSLC)
Male,13,45,Diamond,False,0,17,,independent,IND,,,₹4.32 L,R.Senthil Kumar,90262,Bachelor's Degree
Female,13,26,Boat with man and sail,False,0,18,,independent,IND,,,₹1.71 Cr,Selvi Steffi. V.M,90263,Master's Degree
Male,13,34,Helmet,False,0,19,,independent,IND,,,₹2.30 L,Nanda Kumar,93800,9th Grade
Male,13,33,Matchbox,False,0,20,,independent,IND,,,₹22.20 L,A.L.Naresh Kumar,90265,10th Grade (SSLC)
Male,13,34,Bat,False,0,21,,independent,IND,,,₹6.03 L,V.Naresh Babu,90266,Bachelor's Degree
Male,13,40,Ring,False,0,22,,independent,IND,,,"₹51,343",K.Panneer Selvam,90267,Bachelor's Degree
Male,13,49,Electric pole,False,0,23,,independent,IND,,,"₹76,000",S.Balachandar,90268,10th Grade (SSLC)
Male,13,36,Carrom board,False,0,24,,independent,IND,,,"₹1,125",R.Balaji,90269,Bachelor's Degree
