constituency,party,slNo,criminal,incumbent,symbol,name,gender,id,education,age,image,profession,assets,minister,alliance,acNo
Mettuppalayam,IND,14,0,False,Brush,A.Sathiyaleela,Female,91982,10th Grade (SSLC),67,,,₹1.05 Cr,,independent,111
Mettuppalayam,IND,15,0,False,Helmet,N.Saravana Kumar,Male,91983,10th Grade (SSLC),32,,,"₹42,824",,independent,111
Mettuppalayam,IND,16,0,False,Mike,R.Chinnaraj,Male,91984,10th Grade (SSLC),60,,,₹3.55 L,,independent,111
Mettuppalayam,IND,17,0,False,Diamond,V.Senthil Kumar,Male,91985,Diploma / ITI,51,,,₹11.25 L,,independent,111
Mettuppalayam,IND,18,0,False,Computer,M.Palanichami,Male,91986,5th Grade,57,,,"₹50,000",,independent,111
Mettuppalayam,IND,19,0,False,Gramophone,C.Mahendran,Male,91987,10th Grade (SSLC),65,,,"₹50,000",,independent,111
Mettuppalayam,IND,20,0,False,Funnel,Manoharan,Male,91988,7th Grade,65,,,"₹50,000",,independent,111
Mettuppalayam,IND,21,0,False,Gas cylinder,Rangasamyp,Male,90713,3rd Grade,83,,,"₹50,000",,independent,111
Mettuppalayam,IND,22,0,False,Ring,P.Ravichandran,Male,91990,12th Grade (HSC / +2),41,,,"₹11,032",,independent,111
Avanashi,DMK,1,0,False,Rising sun,Dr. Gokilamani.V,Female,91991,Bachelor's Degree,28,,,₹32.78 L,,spa,112
Avanashi,BSP,2,0,False,Elephant,Govindan.P,Male,91992,10th Grade (SSLC),65,,,₹10.28 L,,others,112
Avanashi,BJP,3,0,False,Lotus,Dr. L.Murugan,Male,91993,Bachelor's Degree,48,,,₹75.85 L,,nda,112
Avanashi,NTK,4,0,False,Farmer Carrying Plough,Menaka. V,Female,91994,Bachelor's Degree,28,,,₹4.88 L,,ntk,112
Avanashi,GPI,5,0,False,Lady finger,Arumugam.R,Male,91995,Not Specified,62,,,₹5.31 L,,others,112
Avanashi,TVK,6,0,False,Whistle,Kamali.S,Female,91996,Master's Degree,28,,,₹26.14 L,,tvk,112
Avanashi,TAVK,7,0,False,Camera,Chinnasamy.V,Male,91997,8th Grade,45,,,₹25.40 L,,others,112
Avanashi,IND,8,0,False,Gas cylinder,Arumugam. P,Male,91998,Not Specified,50,,,₹nan,,independent,112
Avanashi,IND,9,0,False,Tube light,Anandhi.S,Female,91999,Not Specified,46,,,₹27.31 L,,independent,112
Avanashi,IND,10,0,False,Diamond,Gokilamani. M,Female,92000,7th Grade,49,,,₹1.07 L,,independent,112
Avanashi,IND,11,0,False,Bat,Sathiyarasu. R,Male,92001,7th Grade,38,,,₹1.34 L,,independent,112
Avanashi,IND,12,0,False,Balloon,Subramani.C.K,Male,92002,Not Specified,59,,,"₹68,622",,independent,112
Avanashi,IND,13,0,False,Road roller,Dhanabal.R,Male,92003,10th Grade (SSLC),45,,,₹1.07 L,,independent,112
Avanashi,IND,14,0,False,Ring,Moorthi.R,Male,92004,6th Grade,32,,,"₹11,000",,independent,112
Tiruppur (North),NTK,1,0,False,Farmer Carrying Plough,R.Abinaya,Female,92005,Bachelor's Degree,29,,,₹70.98 L,,ntk,113
Tiruppur (North),AIADMK,2,0,False,Two leaves,M.S.M.Anandan,Male,92006,10th Grade (SSLC),64,,,₹21.35 L,,nda,113
Tiruppur (North),CPI,3,0,False,Ears of corn and sickle,M.Ravi Alias M.Subramanian,Male,92007,10th Grade (SSLC),70,,,₹2.99 Cr,,spa,113
Tiruppur (North),BSP,4,0,False,Elephant,L.James Reynold,Male,92008,9th Grade,47,,,₹1.82 L,,others,113
Tiruppur (North),APTADMK,5,0,False,Jackfruit,T.Krishnaswamy,Male,92009,Not Specified,65,,,₹11.58 L,,others,113
Tiruppur (North),TVK,6,0,False,Whistle,V.Sathyabama,Female,92010,Master's Degree,54,,,₹52.94 L,,tvk,113
Tiruppur (North),TAVK,7,0,False,Camera,Py.Dhatchinamurthy,Male,92011,10th Grade (SSLC),72,,,₹1.30 L,,others,113
Tiruppur (North),IND,8,0,False,Electric pole,S.Anandhakumar,Male,92012,12th Grade (HSC / +2),44,,,₹nan,,independent,113
Tiruppur (North),IND,9,0,False,Lady finger,K.Anand,Male,92013,Not Specified,45,,,"₹15,000",,independent,113
Tiruppur (North),IND,10,0,False,Stethoscope,Ganishkar,Male,92014,Bachelor's Degree,28,,,"₹64,564",,independent,113
Tiruppur (North),IND,11,0,False,Helmet,G.Balakrishnan,Male,92015,9th Grade,43,,,₹35.16 L,,independent,113
Tiruppur (North),IND,12,0,False,Gas cylinder,M.Rangasamy,Male,92016,8th Grade,55,,,₹7.60 L,,independent,113
Tiruppur (North),IND,13,0,False,Ship,P.Ravi,Male,92017,7th Grade,55,,,₹12.93 L,,independent,113
Tiruppur (North),IND,14,0,False,Water tank,R.Vishnumoorthy,Male,92018,7th Grade,46,,,"₹26,700",,independent,113
Tiruppur (North),IND,15,0,False,Coconut farm,K.Venkadaswamy,Male,92019,10th Grade (SSLC),68,,,₹74.39 L,,independent,113
Tiruppur (South),BJP,1,0,False,Lotus,Thangaraj. S,Male,92020,9th Grade,47,,,₹nan,,nda,114
Tiruppur (South),NTK,2,0,False,Farmer Carrying Plough,Dinesh. P.N,Male,92021,Master's Degree,38,,,₹15.86 L,,ntk,114
Tiruppur (South),DMK,3,0,False,Rising sun,Dineshkumar. N,Male,92022,Not Specified,47,,,₹3.84 Cr,,spa,114
Tiruppur (South),BSP,4,0,False,Elephant,Rangasamy. S,Male,92023,8th Grade,41,,,₹1.66 L,,others,114
Tiruppur (South),AIFB,5,0,False,Lion,Kalimuthu. K,Male,92024,9th Grade,42,,,₹2.77 Cr,,others,114
Tiruppur (South),TVK,6,0,False,Whistle,Balamurugan. S,Male,92025,12th Grade (HSC / +2),49,,,₹2.34 Cr,,tvk,114
Tiruppur (South),IDMK,7,0,False,Television,Malarvizhi. G,Female,92026,Diploma / ITI,52,,,₹10.54 L,,others,114
Tiruppur (South),GPI,8,0,False,Lady finger,Mohamed Mubarak Ali,Male,92027,10th Grade (SSLC),42,,,₹1.08 L,,others,114
Tiruppur (South),APTADMK,9,0,False,Jackfruit,Vijayakumar. M,Male,92028,12th Grade (HSC / +2),50,,,₹5.92 L,,others,114
Tiruppur (South),TAVK,10,0,False,Camera,John Basha. A,Male,92029,12th Grade (HSC / +2),40,,,₹15.50 L,,others,114
Tiruppur (South),IND,11,0,False,Truck,Amuthavel. P,Male,92030,Bachelor's Degree,44,,,₹48.51 L,,independent,114
Tiruppur (South),IND,12,0,False,Ship,Dr. Ramakrishnan. S,Male,92031,Doctorate (Ph.D / MD),43,,,₹9.66 L,,independent,114
Tiruppur (South),IND,13,0,False,Brief case,Karthikadevi. K,Female,92032,7th Grade,31,,,₹1.05 L,,independent,114
Tiruppur (South),IND,14,0,False,Battery Torch,Kesavamurthi. N,Male,92033,10th Grade (SSLC),43,,,₹1.04 Cr,,independent,114
Tiruppur (South),IND,15,0,False,Pressure cooker,Dhanabal. D,Male,92034,Bachelor's Degree,47,,,₹2.05 Cr,,independent,114
Tiruppur (South),IND,16,0,False,Diamond,Dineshkumar,Male,92035,12th Grade (HSC / +2),34,,,"₹22,693",,independent,114
Tiruppur (South),IND,17,0,False,Boat with man and sail,Dineshkumar,Male,92036,Bachelor's Degree,28,,,₹43.26 L,,independent,114
Tiruppur (South),IND,18,0,False,Mike,Dineshkumar. V,Male,92037,10th Grade (SSLC),33,,,₹1.48 L,,independent,114
Tiruppur (South),IND,19,0,False,Belt,Mahalingam. V,Male,92038,Not Specified,59,,,₹2.16 L,,independent,114
Tiruppur (South),IND,20,0,False,Ring,Rathinavel. M,Male,92039,12th Grade (HSC / +2),51,,,₹17.61 L,,independent,114
Tiruppur (South),IND,21,0,False,Matchbox,Ramesh. S,Male,92040,10th Grade (SSLC),48,,,₹11.37 L,,independent,114
Tiruppur (South),IND,22,0,False,Dustbin,Vasanthamani. K,Female,92041,Not Specified,56,,,₹8.52 L,,independent,114
Tiruppur (South),IND,23,0,False,Gas cylinder,Venkadasamy. K,Male,92042,10th Grade (SSLC),68,,,₹17.39 L,,independent,114
Tiruppur (South),IND,24,0,False,Pen nib with seven rays,Venkatachalam. G,Male,92043,10th Grade (SSLC),63,,,₹7.60 L,,independent,114
Palladam,DMK,1,0,False,Rising sun,K.Selvaraj,Male,92044,5th Grade,70,,,₹1.37 Cr,,spa,115
Palladam,NTK,2,0,False,Farmer Carrying Plough,K.V.Thamiliniyan,Male,92045,Bachelor's Degree,28,,,₹26.70 L,,ntk,115
Palladam,AIADMK,3,0,False,Two leaves,K.P.Paramasivam,Male,92046,9th Grade,70,,,₹16.41 Cr,,nda,115
Palladam,BSP,4,0,False,Elephant,K.Rathinasamy,Male,92047,5th Grade,48,,,₹4.67 L,,others,115
Palladam,APTADMK,5,0,False,Jackfruit,K.Sakthivel,Male,92048,10th Grade (SSLC),46,,,₹11.06 L,,others,115
Palladam,TAMNK,6,0,False,Electric pole,S.Dharmaraj,Male,92049,8th Grade,69,,,₹500,,others,115
Palladam,TVK,7,0,False,Whistle,K.Ramkumar,Male,92050,9th Grade,37,,,₹12.35 L,,tvk,115
Palladam,IND,8,0,False,Gas cylinder,A.Annadurai,Male,92051,10th Grade (SSLC),53,,,₹3.08 L,,independent,115
Palladam,IND,9,0,False,Battery Torch,Annadurai.R,Male,92052,Not Specified,53,,,₹5.25 L,,independent,115
Palladam,IND,10,0,False,Road roller,S.Arumugam,Male,92053,Bachelor's Degree,42,,,₹3.35 L,,independent,115
Palladam,IND,11,0,False,Bucket,A.Saravanan,Male,92054,Not Specified,52,,,₹3.35 L,,independent,115
Palladam,IND,12,0,False,Lady finger,G.Selvaraj,Male,92055,7th Grade,65,,,₹1.78 L,,independent,115
Palladam,IND,13,0,False,Fountain,M.Selvaraj,Male,92056,6th Grade,51,,,"₹28,020",,independent,115
Palladam,IND,14,0,False,Diamond,V.Mohanraj,Male,92057,Diploma / ITI,27,,,₹8.31 L,,independent,115
Palladam,IND,15,0,False,Coconut farm,A.Ramesh,Male,92058,12th Grade (HSC / +2),43,,,₹1.72 L,,independent,115
Sulur,AIADMK,1,0,False,Two leaves,V.P.Kandasamy,Male,92059,Bachelor's Degree,66,,,₹1.89 Cr,,nda,116
Sulur,DMK,2,0,False,Rising sun,Thalapathy Murugesan,Male,92060,10th Grade (SSLC),64,,,₹1.09 Cr,,spa,116
Sulur,NTK,3,0,False,Farmer Carrying Plough,Dr.S.Rajasekaran,Male,92061,Doctorate (Ph.D / MD),53,,,₹7.68 Cr,,ntk,116
Sulur,APTADMK,4,0,False,Jackfruit,Kanthasamy.K,Male,92062,10th Grade (SSLC),46,,,₹2.25 L,,others,116
Sulur,TVK,5,0,False,Whistle,Nm.Sukumar,Male,92063,Diploma / ITI,56,,,₹1.70 Cr,,tvk,116
Sulur,TAVK,6,0,False,Camera,Suman Singh.R,Male,92064,Bachelor's Degree,29,,,₹1.04 Cr,,others,116
Sulur,GPI,7,0,False,Lady finger,Nagaraj.K,Male,92065,Not Specified,62,,,₹6.79 L,,others,116
Sulur,TAMNK,8,0,False,Electric pole,Nelson.W,Male,92066,6th Grade,62,,,₹nan,,others,116
Sulur,SFRBC,9,0,False,Laptop,Palanisamy.M,Male,92067,Master's Degree,68,,,₹1.03 Cr,,others,116
Sulur,AIPTMMK,10,0,False,Coconut farm,Pappa Muthulakshmi.P,Female,92068,Master's Degree,45,,,₹86.02 L,,ajpk,116
Sulur,IND,11,0,False,Tongs,Kandasamy.A,Male,92069,10th Grade (SSLC),55,,,₹7.98 L,,independent,116
Sulur,IND,12,0,False,Peas,Kandasamy.R,Male,92070,Diploma / ITI,53,,,₹4.03 L,,independent,116
Sulur,IND,13,0,True,Green chilli,Kandasamy.V,Male,92071,12th Grade (HSC / +2),58,,,₹87.40 L,,independent,116
Sulur,IND,14,0,False,Bat,Murugesan.N,Male,92072,8th Grade,42,,,₹1.51 L,,independent,116
Sulur,IND,15,0,False,Water melon,Murugesh.R,Male,92073,5th Grade,51,,,"₹90,000",,independent,116
Kavundampalayam,AIADMK,1,0,False,Two leaves,Arunkumar Prg,Male,92074,10th Grade (SSLC),64,,,₹nan,,nda,117
Kavundampalayam,NTK,2,0,False,Farmer Carrying Plough,Kalamani Jaganathan,Female,92075,Bachelor's Degree,38,,,₹2.80 Cr,,ntk,117
Kavundampalayam,INC,3,0,False,Hand,Surya Prakash K.P,Male,92076,Bachelor's Degree,29,,,₹8.27 L,,spa,117
Kavundampalayam,BSP,4,0,False,Elephant,K.Velmurugan,Male,92077,Master's Degree,62,,,₹1.10 Cr,,others,117
Kavundampalayam,TAVK,5,0,False,Camera,Thozhar.N.Arunkumar,Male,92078,Diploma / ITI,40,,,₹45.33 L,,others,117
Kavundampalayam,TVK,6,0,False,Whistle,Kanimozhi Santhosh,Female,92079,Bachelor's Degree,37,,,₹16.03 Cr,,tvk,117
Kavundampalayam,SFRBC,7,0,False,Laptop,S.Thamarai Kannan,Male,92080,Bachelor's Degree,42,,,₹15.12 L,,others,117
Kavundampalayam,TMMK,8,0,False,Gas cylinder,V.Pushpanantham,Male,92081,Bachelor's Degree,57,,,"₹52,000",,others,117
Kavundampalayam,AIPTMMK,9,0,False,Coconut farm,Malliga.M,Female,92082,Master's Degree,44,,,₹5.56 L,,ajpk,117
Kavundampalayam,IND,10,0,False,Road roller,Kanimozhi.K,Female,92083,10th Grade (SSLC),37,,,₹8.02 L,,independent,117
Kavundampalayam,IND,11,0,False,Ring,Suriyakumar.K,Male,92084,Master's Degree,37,,,₹39.81 L,,independent,117
Kavundampalayam,IND,12,0,False,Diamond,A.Balamurugan,Male,92085,Primary (Up to 4th),40,,,₹1.07 Cr,,independent,117
Kavundampalayam,IND,13,0,False,Air conditioner,M.Rajalingam,Male,92086,Master's Degree,43,,,₹3.97 L,,independent,117
Kavundampalayam,IND,14,0,False,Balloon,M.John Bosco,Male,92087,Bachelor's Degree,54,,,₹nan,,independent,117
Coimbatore (North),BSP,1,0,False,Elephant,P.Krishnasamy,Male,92088,6th Grade,59,,,₹19.90 L,,others,118
Coimbatore (North),DMK,2,0,False,Rising sun,Durai. Senthamil Selvan B.E,Male,92089,Bachelor's Degree,38,,,₹55.21 L,,spa,118
Coimbatore (North),NTK,3,0,False,Farmer Carrying Plough,Narmadha. G,Female,92090,Master's Degree,44,,,₹70.92 L,,ntk,118
Coimbatore (North),BJP,4,0,False,Lotus,Vanathi Srinivasan,Female,92091,Master's Degree,55,,,₹nan,,nda,118
Coimbatore (North),TPMK,5,0,False,Drill machine,K.Udhayakumar,Male,92092,9th Grade,56,,,₹1.22 L,,others,118
Coimbatore (North),TVK,6,0,False,Whistle,V.Sampathkumar,Male,92093,Master's Degree,47,,,₹1.09 Cr,,tvk,118
Coimbatore (North),SMNK,7,0,False,Walking stick,S.Senthilkumar,Male,92094,12th Grade (HSC / +2),49,,,"₹44,000",,others,118
Coimbatore (North),TMMK,8,0,False,Gas cylinder,S.Meenakshi Sundaram,Male,92095,Bachelor's Degree,39,,,"₹52,800",,others,118
Coimbatore (North),AIPTMMK,9,0,False,Coconut farm,K.Raghul Gandhi,Male,92096,10th Grade (SSLC),37,,,₹2.05 L,,ajpk,118
Coimbatore (North),TAVK,10,0,False,Camera,Rajasekaran. B,Male,92097,10th Grade (SSLC),47,,,"₹87,000",,others,118
Coimbatore (North),IND,11,0,False,Plate containing food,G.D.Krishnakumar,Male,92098,8th Grade,49,,,₹78.63 L,,independent,118
Coimbatore (North),IND,12,0,False,Lady finger,V.Krishnan,Male,93710,8th Grade,55,,,₹2.01 Cr,,independent,118
Coimbatore (North),IND,13,0,False,Harmonium,R.Sathish Kumar,Male,92100,10th Grade (SSLC),47,,,₹4.28 L,,independent,118
Coimbatore (North),IND,14,0,False,Bangles,K.Sampath Kumar,Male,92101,10th Grade (SSLC),53,,,₹21.39 L,,independent,118
Coimbatore (North),IND,15,0,False,Telephone,S.Sampathkumar,Male,92102,8th Grade,57,,,₹59.45 L,,independent,118
Coimbatore (North),IND,16,0,False,CCTV Camera,R.Sampath Kumar,Male,92103,10th Grade (SSLC),40,,,₹7.15 L,,independent,118
Coimbatore (North),IND,17,0,False,Stool,P.Saravanan,Male,92104,Not Specified,40,,,₹15.59 L,,independent,118
Coimbatore (North),IND,18,0,False,Trumpet,A.K.Senthamizh Selvan,Male,92105,Master's Degree,42,,,₹38.31 L,,independent,118
Coimbatore (North),IND,19,0,False,Flute,R.Sethuragunathan,Male,92106,12th Grade (HSC / +2),53,,,"₹43,000",,independent,118
Coimbatore (North),IND,20,0,False,Refrigerator,S.Dhana Raj,Male,92107,Bachelor's Degree,43,,,₹6.50 L,,independent,118
Coimbatore (North),IND,21,0,False,Sitar,Palanikumar. V,Male,92108,Diploma / ITI,40,,,₹17.96 L,,independent,118
Coimbatore (North),IND,22,0,False,Diamond,Balu. P.M,Male,92109,Master's Degree,41,,,₹3.25 L,,independent,118
Coimbatore (North),IND,23,0,False,Violin,R.Manian,Male,92110,8th Grade,51,,,"₹7,426",,independent,118
Coimbatore (North),IND,24,0,False,Batsman,A.Marimuthu,Male,92111,8th Grade,45,,,"₹9,426",,independent,118
Coimbatore (North),IND,25,0,False,Chappals,A.Ramesh,Male,92112,Bachelor's Degree,48,,,"₹75,017",,independent,118
Coimbatore (North),IND,26,0,False,Binoculars,Ravi. V,Male,92113,10th Grade (SSLC),63,,,"₹61,000",,independent,118
Coimbatore (North),IND,27,0,False,Football player,G.Rajkumar,Male,92114,12th Grade (HSC / +2),63,,,"₹4,024",,independent,118
Coimbatore (North),IND,28,0,False,Road roller,V.Lingaraja,Male,92115,Bachelor's Degree,39,,,₹3.31 L,,independent,118
Thondamuthur,DMK,1,0,False,Rising sun,N.R.Karthikeyan,Male,92116,Bachelor's Degree,57,,,₹33.27 L,,spa,119
Thondamuthur,NTK,2,0,False,Farmer Carrying Plough,Rajabu Nisha.Z,Female,92117,12th Grade (HSC / +2),25,,,₹79.14 L,,ntk,119
Thondamuthur,AIADMK,3,0,True,Two leaves,S.P.Velumani,Male,92118,Not Specified,56,,,₹6.95 Cr,,nda,119
Thondamuthur,TVK,4,0,False,Whistle,Sathish Raju (Alias) K.P.R.Sathish,Male,92119,Master's Degree,44,,,₹nan,,tvk,119
Thondamuthur,TAVK,5,0,False,Camera,Shajahan.S,Male,92120,Bachelor's Degree,47,,,₹11.76 L,,others,119
Thondamuthur,IND,6,0,False,Air conditioner,Arulkumar.P,Male,92121,Bachelor's Degree,33,,,₹13.90 L,,independent,119
Thondamuthur,IND,7,0,False,CCTV Camera,Kalaivani.S,Female,92122,Diploma / ITI,33,,,₹27.25 L,,independent,119
Thondamuthur,IND,8,0,False,Bat,Karthikeyan.M,Male,92123,Bachelor's Degree,30,,,"₹14,500",,independent,119
Thondamuthur,IND,9,0,False,Gas cylinder,Karthikeyan.R,Male,92124,12th Grade (HSC / +2),49,,,₹23.46 L,,independent,119
Thondamuthur,IND,10,0,False,Tooth brush,Karthikeyan.R-Thondamuthur,Male,92125,6th Grade,44,,,₹3.04 L,,independent,119
Thondamuthur,IND,11,0,False,Pen nib with seven rays,Karthikeyan.R-Pooluvapatti,Male,92126,5th Grade,48,,,₹14.49 L,,independent,119
Thondamuthur,IND,12,0,False,Ship,Kowsalya.V,Female,92127,12th Grade (HSC / +2),27,,,"₹15,000",,independent,119
Thondamuthur,IND,13,0,False,Diamond,Sivaraman.C,Male,92128,Bachelor's Degree,43,,,₹nan,,independent,119
Thondamuthur,IND,14,0,False,Gift pack,Deepa.G.S,Female,92129,12th Grade (HSC / +2),48,,,₹5.14 L,,independent,119
Thondamuthur,IND,15,0,False,Coconut farm,Devadass.K,Male,92130,Not Specified,58,,,₹1.63 L,,independent,119
Thondamuthur,IND,16,0,False,Cot,Nirmalkumar.R,Male,92131,10th Grade (SSLC),28,,,₹1.34 L,,independent,119
Thondamuthur,IND,17,0,False,Diesel pump,Balamani.V,Female,92132,5th Grade,40,,,"₹22,000",,independent,119
Thondamuthur,IND,18,0,False,Wheel barrow,Manokaran.K,Male,92133,5th Grade,49,,,"₹15,500",,independent,119
Thondamuthur,IND,19,0,False,Helmet,Rafeeq.A.M,Male,92134,10th Grade (SSLC),56,,,"₹25,600",,independent,119
Thondamuthur,IND,20,0,False,Battery Torch,Vijaya.K,Female,92135,Not Specified,39,,,₹nan,,independent,119
Thondamuthur,IND,21,0,False,Ring,Viswanathan.M,Male,92136,7th Grade,42,,,"₹30,001",,independent,119
Coimbatore (South),AIADMK,1,0,False,Two leaves,Amman K.Arjunan,Male,92137,10th Grade (SSLC),68,,,₹8.51 Cr,,nda,120
Coimbatore (South),DMK,2,0,False,Rising sun,V Senthilbalaji,Male,92138,Bachelor's Degree,50,,,₹2.47 Cr,,spa,120
Coimbatore (South),NTK,3,0,False,Farmer Carrying Plough,Perarivalan. V,Male,92139,10th Grade (SSLC),25,,,"₹58,134",,ntk,120
Coimbatore (South),TAVK,4,0,False,Camera,Gokula Krishnan.S,Male,92140,Bachelor's Degree,26,,,₹4.47 Cr,,others,120
Coimbatore (South),TVK,5,0,False,Whistle,V.Senthilkumar,Male,92141,9th Grade,47,,,₹1.44 L,,tvk,120
Coimbatore (South),NGPP,6,0,False,Battery Torch,B.Dhandapani,Male,92142,6th Grade,53,,,₹50.25 L,,others,120
Coimbatore (South),TMMK,7,0,False,Gas cylinder,G.Maheshwaran,Male,92143,Master's Degree,41,,,"₹12,000",,others,120
Coimbatore (South),IND,8,0,False,Balloon,N.Abilazan,Male,92144,Bachelor's Degree,37,,,₹7.08 L,,independent,120
Coimbatore (South),IND,9,0,False,Diamond,Imthiyas,Male,92145,10th Grade (SSLC),36,,,₹1.95 L,,independent,120
Coimbatore (South),IND,10,0,False,Mike,P.Kathiravan,Male,92146,Bachelor's Degree,32,,,₹3.13 L,,independent,120
Coimbatore (South),IND,11,0,False,Belt,Gopalakrishnan,Male,92147,Bachelor's Degree,46,,,₹13.12 L,,independent,120
Coimbatore (South),IND,12,0,False,Gas Stove,P.Sangararaj,Male,92148,10th Grade (SSLC),44,,,₹nan,,independent,120
Coimbatore (South),IND,13,0,False,Mixee,J.Suriyakumar,Male,92149,Master's Degree,31,,,₹14.20 L,,independent,120
Coimbatore (South),IND,14,0,False,Pen nib with seven rays,M.Senthilkumar,Male,92150,10th Grade (SSLC),55,,,₹2.39 L,,independent,120
Coimbatore (South),IND,15,0,False,Lady finger,V.Senthilkumar,Male,92151,Bachelor's Degree,42,,,₹1.47 Cr,,independent,120
Coimbatore (South),IND,16,0,False,Electric pole,K.Dinesh Kumar,Male,92152,Bachelor's Degree,28,,,₹57.80 Cr,,independent,120
Coimbatore (South),IND,17,0,False,Ginger,P.Palanivel,Male,92153,Bachelor's Degree,45,,,₹6.12 L,,independent,120
Coimbatore (South),IND,18,0,False,Letter box,J.Praveenkumar,Male,92154,Bachelor's Degree,28,,,₹57.80 Cr,,independent,120
Coimbatore (South),IND,19,0,False,Bat,T.Magizhan,Male,92155,Bachelor's Degree,29,,,₹10.08 L,,independent,120
Coimbatore (South),IND,20,0,False,Kettle,P.Manoj,Male,92156,10th Grade (SSLC),32,,,₹18.30 L,,independent,120
Coimbatore (South),IND,21,0,False,Bangles,B.Yuvaraj,Male,92157,Bachelor's Degree,28,,,₹12.58 L,,independent,120
Coimbatore (South),IND,22,0,False,Crane,S.Rangaraj,Male,92158,Bachelor's Degree,64,,,₹62.69 L,,independent,120
Coimbatore (South),IND,23,0,False,Grapes,M.Ravichandran,Male,92159,Bachelor's Degree,57,,,"₹41,000",,independent,120
Coimbatore (South),IND,24,0,False,Ring,K.S.Rajagopal,Male,92160,Bachelor's Degree,38,,,₹10.65 L,,independent,120
Coimbatore (South),IND,25,0,False,Telephone,K.Rajapandian,Male,92161,Bachelor's Degree,30,,,₹6.80 L,,independent,120
Coimbatore (South),IND,26,0,False,Violin,D.Vigneshwaran,Male,92162,Bachelor's Degree,34,,,₹16.53 L,,independent,120
Coimbatore (South),IND,27,0,False,Water melon,K.Vijayan,Male,92163,10th Grade (SSLC),40,,,₹23.31 L,,independent,120
Coimbatore (South),IND,28,0,False,Ship,Venkatachalam Paramasivam,Male,92164,Bachelor's Degree,46,,,₹2.27 L,,independent,120
Coimbatore (South),IND,29,0,False,Helmet,V.Velmurugan,Male,92165,5th Grade,45,,,"₹10,000",,independent,120
Coimbatore (South),IND,30,0,False,Green chilli,M.John Bosco,Male,92166,Bachelor's Degree,54,,,₹2.13 Cr,,independent,120
Coimbatore (South),IND,31,0,False,Matchbox,L.Hakkim,Male,92167,10th Grade (SSLC),26,,,₹9.99 L,,independent,120
Singanallur,BSP,1,0,False,Elephant,Sivaji Perumal,Male,92168,7th Grade,51,,,"₹95,500",,others,121
Singanallur,NTK,2,0,False,Farmer Carrying Plough,Nehruji Gunasekaran,Male,92169,Bachelor's Degree,32,,,₹88.55 L,,ntk,121
Singanallur,AIADMK,3,0,False,Two leaves,K.R.Jayaram,Male,92170,10th Grade (SSLC),53,,,₹87.86 Cr,,nda,121
Singanallur,INC,4,0,False,Hand,V.Srinidhi,Female,92171,Bachelor's Degree,37,,,₹1.61 Cr,,spa,121
Singanallur,AIPTMMK,5,0,False,Coconut farm,N.R.Appathurai,Male,92172,Bachelor's Degree,75,,,₹5.12 Cr,,ajpk,121
Singanallur,SFRBC,6,0,False,Laptop,Sarveswaran,Male,92173,Bachelor's Degree,58,,,₹1.84 Cr,,others,121
Singanallur,RSD (R),7,0,False,Pressure cooker,S.S.Sundharam,Male,92174,Bachelor's Degree,54,,,₹6.41 L,,others,121
Singanallur,GPI,8,0,False,Lady finger,Murugan.O,Male,92175,Not Specified,50,,,₹12.33 L,,others,121
Singanallur,TVK,9,0,False,Whistle,K.S.Sri Giri Prasath,Male,92176,Bachelor's Degree,43,,,₹4.80 Cr,,tvk,121
Singanallur,IND,10,0,False,Pen nib with seven rays,Akbar Ali,Male,92177,8th Grade,58,,,"₹14,500",,independent,121
Singanallur,IND,11,0,False,Bat,M.Ashok Kumar,Male,92178,Bachelor's Degree,33,,,₹2.87 L,,independent,121
Singanallur,IND,12,0,False,Triangle,Ayoob Riyas,Male,92179,Master's Degree,36,,,"₹11,525",,independent,121
Singanallur,IND,13,0,False,Tennis racket & ball,N.Rajasekaran,Male,92180,Bachelor's Degree,50,,,₹7.70 L,,independent,121
Singanallur,IND,14,0,False,Flute,Uma Paramasivam,Female,92181,Master's Degree,33,,,₹nan,,independent,121
Singanallur,IND,15,0,False,Wall hook,Karthik,Male,92182,10th Grade (SSLC),37,,,₹8.52 L,,independent,121
Singanallur,IND,16,0,False,Ring,K.Kumar Babu,Male,92183,9th Grade,64,,,₹nan,,independent,121
Singanallur,IND,17,0,False,School bag,S.Satheesh,Male,92184,8th Grade,54,,,₹5.08 L,,independent,121
Singanallur,IND,18,0,False,Gas cylinder,Subaramanian.N,Male,92185,9th Grade,74,,,"₹37,000",,independent,121
Singanallur,IND,19,0,False,Matchbox,P.Tamilselvi,Female,92186,10th Grade (SSLC),66,,,₹6.65 L,,independent,121
Singanallur,IND,20,0,False,Diamond,Thahir Hussain,Male,92187,Bachelor's Degree,29,,,₹32.11 L,,independent,121
Singanallur,IND,21,0,False,Balloon,V.Balamurugan,Male,92188,Master's Degree,50,,,₹4.03 L,,independent,121
Singanallur,IND,22,0,False,Ship,R.Manikandabrabhu,Male,92189,10th Grade (SSLC),38,,,₹3.73 L,,independent,121
Singanallur,IND,23,0,False,Stumps,A.Mounakumar,Male,92190,Bachelor's Degree,26,,,₹1.10 L,,independent,121
Singanallur,IND,24,0,False,Bucket,Dr.K.Rajkumar,Male,92191,Doctorate (Ph.D / MD),45,,,₹2.15 L,,independent,121
